Date	Description	Amount	Running Bal.
2011/08/10	SUPER STOP 08-10 CUSTOMER 3448 PURCHASE #680201 BENICIA CA	-7.01	3913.29
2011/09/22	"TACO BELL 241100024117 09/20 CARD #3448 PURCHASE #24164071264525310500509 BENICIA, CA"	-5.57	1373.96
2011/06/14	"TACO LIBRE 06/12 CARD #3448 PURCHASE #24431051164206751800480 SAN FRANCISCO, CA"	-11.84	720.2
2011/07/25	"TACO LIBRE 07/21 CARD #3448 PURCHASE #24431051203206751700295 SAN FRANCISCO, CA"	-9.21	1493.08
2011/07/25	"TACO LIBRE 07/23 CARD #3448 PURCHASE #24431051205206751900398 SAN FRANCISCO, CA"	-9.21	1483.87
2011/08/22	TAQUERIA POLANCO 08-21 CUSTOMER 3448 PURCHASE #606732 COLMA CA	-4.33	1077.1
2011/09/23	TARGET T0320 TARG 09-23 CUSTOMER 3448 PURCHASE #203351 Colma CA	-308.43	1065.53
2011/08/19	TARGET T2767 TARG 08-18 CUSTOMER 3448 PURCHASE #457808 OAKLAND CA	-105.04	1781.24
2011/09/19	TARGET T2767 TARG 09-18 CUSTOMER 3448 PURCHASE #828568 OAKLAND CA	-81.54	2717.03
2011/09/20	TARGET T2767 TARG 09-20 CUSTOMER 3448 PURCHASE #016915 OAKLAND CA	16.3	2493.72
2011/09/20	TARGET T2767 TARG 09-20 CUSTOMER 3448 PURCHASE #556905 OAKLAND CA	-65.24	2228.48
2011/09/06	"THE OLD SIAM THAI REST 09/04 CARD #3448 PURCHASE #24323041248577248010327 SAN FRANCISCO, CA"	-12.8	512.65
2011/09/26	"THE VAULT CAFE 09/22 CARD #3448 PURCHASE #24559301266400000440188 BERKELEY, CA"	-31.81	900.17
2011/08/24	"TOGO'S 08/22 CARD #3448 PURCHASE #24707801235980146736449 EMERYVILLE, CA"	-12.8	996.34
2011/08/29	TRADER JOE'S # 07 08-28 CUSTOMER 3448 PURCHASE #835915 EMERYVILLE CA	-27.19	552.71
2011/09/07	TRADER JOE'S # 07 09-07 CUSTOMER 3448 PURCHASE #586811 EMERYVILLE CA	-83.02	340.22
2011/09/06	"TRADER JOE'S #072 QPS 09/05 CARD #3448 PURCHASE #24493981249191003396747 EMERYVILLE, CA"	-29.31	589.33
2011/07/28	"TSING TAO CHINESE REST 07/27 CARD #3448 PURCHASE #24493981209207315500442 SAN FRANCISCO, CA"	-12.25	1120.1
2011/06/23	"TSP*16903055056 06/22 CARD #3448 PURCHASE #24692161173000200631384 800-219-4606, WA"	-49.28	40.37
2011/09/27	"UCSF CLS PARKING MU 09/26 CARD #3448 PURCHASE #24391211270207199600895 SAN FRANCISCO, CA"	-7	771.25
2011/08/01	"U-HAULPARK PLAZA FINE F 07/29 CARD #3448 PURCHASE #24445001211300230580243 SAN FRANCIS, CA"	-82.81	254.56
2011/05/16	"UNION 76 00372326 05/13 CARD #3448 PURCHASE #24164071133619589018985 SAN FRANCISCO, CA"	-15.05	254.14
2011/08/30	"UNION 76 00372326 08/28 CARD #3448 PURCHASE #24164071241619373848786 SAN FRANCISCO, CA"	-17.36	404.4
2011/09/06	"UNION 76 00372326 09/02 CARD #3448 PURCHASE #24164071245619458002743 SAN FRANCISCO, CA"	-31.58	618.64
2011/08/29	"UNION 76 00464271 08/26 CARD #3448 PURCHASE #24164071238619326961574 EMERYVILLE, CA"	-14.86	461.45
2011/09/26	"UNION 76 00464271 09/23 CARD #3448 PURCHASE #24164071268619800610773 EMERYVILLE, CA"	-5.2	803.06
2011/09/26	"UNION 76 00464271 09/25 CARD #3448 PURCHASE #24164071268619829356242 EMERYVILLE, CA"	-19.56	836.48
2011/07/25	"UNION 76 10068450 07/22 CARD #3448 PURCHASE #24164071203619743237872 SAN FRANCISCO, CA"	-7.04	1476.83
2011/05/23	"UNION 76 10083087 05/20 CARD #3448 PURCHASE #24164071140619703043613 VALLEJO, CA"	-20	76.17
2011/07/01	"UNION 76 10096279 06/29 CARD #3448 PURCHASE #24164071181619368253408 SAN FRANCISCO, CA"	-5.04	0.33
2011/07/05	"UNION 76 10096279 07/04 CARD #3448 PURCHASE #24164071185619447803088 SAN FRANCISCO, CA"	-35.38	164.95
2011/08/09	"UNION SQUARE GARAGE 08/07 CARD #3448 PURCHASE #24717051220132205737762 SAN FRANCISCO, CA"	-18	3987.07
2011/08/17	"UNION SQUARE GARAGE 08/15 CARD #3448 PURCHASE #24717051228732286377735 SAN FRANCISCO, CA"	-10.5	2742.76
2011/08/29	"UNION SQUARE GARAGE 08/26 CARD #3448 PURCHASE #24717051239732399818986 SAN FRANCISCO, CA"	-3.5	421.76
2011/09/23	"VALLEJO GAS & SHOP 09/21 CARD #3448 PURCHASE #24129421265100003494806 VALLEJO, CA"	-18.72	901.56
2011/08/15	"VENTICELLOS 08/11 CARD #3448 PURCHASE #24071051224987113971696 BENICIA, CA"	-29.82	3418.28
2011/07/25	"VESTA *AT&T 07/22 CARD #3448 PURCHASE #24692161203000657058051 866-608-3007, OR"	-25	1533.76
2011/07/06	"VIRGIN AMER 98400000000 07/04 CARD #3448 PURCHASE #24717051186581861050682 BURLINGAME, CA"	-139.7	605.25
2011/09/19	"WALGREENS #4614 09/17 CARD #3448 PURCHASE #24445001261600198850499 BERKELEY, CA"	-87.09	2798.57
2011/09/19	WALGREENS 1301 MA 09-19 CUSTOMER 3448 PURCHASE #958014 SAN FRANCISCO CA	-19.52	2494.99
2011/09/22	WALGREENS 1301 MA 09-22 CUSTOMER 3448 PURCHASE #934200 SAN FRANCISCO CA	-20.91	1402.5
2011/12/05	WALGREENS 1301 MA 12-05 CUSTOMER 3448 PURCHASE #312064 SAN FRANCISCO CA	-26.27	218.41
2011/08/17	WALGREENS 141 KEA 08-17 CUSTOMER 3448 PURCHASE #531694 SAN FRANCISCO CA	-34.08	2789.53
2011/11/30	WALGREENS 1524 PO 11-29 CUSTOMER 3448 PURCHASE #151502 SAN FRANCISCO CA	-30.1	549.52
2011/06/17	WALGREENS 1630 OC 06-17 CUSTOMER 3448 PURCHASE #939314 SAN FRANCISCO CA	-5.47	1225.12
2011/07/29	WALGREENS 1630 OC 07-29 CUSTOMER 3448 PURCHASE #050475 SAN FRANCISCO CA	-19.87	958.46
2011/09/28	WALGREENS 1630 OC 09-28 CUSTOMER 3448 PURCHASE #934018 SAN FRANCISCO CA	-48.54	575.3
2011/12/05	WALGREENS 1630 OC 12-03 CUSTOMER 3448 PURCHASE #516528 SAN FRANCISCO CA	-16.99	201.42
2011/06/17	WALGREENS 3931 AL 06-17 CUSTOMER 3448 PURCHASE #061714 SAN FRANCISCO CA	-20.67	1312.63
2011/06/17	WALGREENS 3931 AL 06-17 CUSTOMER 3448 PURCHASE #063415 SAN FRANCISCO CA	-20.67	1291.96
2011/06/17	WALGREENS 3931 AL 06-17 CUSTOMER 3448 PURCHASE #517671 SAN FRANCISCO CA	-20.67	1271.29
2011/08/29	WALGREENS SHATTUC 08-27 CUSTOMER 3448 PURCHASE #146312 BERKELEY CA	-66	579.9
2011/09/26	WALGREENS SHATTUC 09-25 CUSTOMER 3448 PURCHASE #527355 BERKELEY CA	-22.67	877.5
2011/12/06	WELLS FARGO ATM WITHDRWL 12-06 #000113407 CUSTOMER 3448 VANNESS-CAL VE SAN FRANCISCO CA	-23	155.52
2011/06/20	"WENDYS #5780 Q25 Q25 06/16 CARD #3448 PURCHASE #24445001168100395526400 S SAN FRAN, CA"	-5.86	740.9
2011/06/20	"WENDYS #5780 Q25 Q25 06/17 CARD #3448 PURCHASE #24445001169100420530574 S SAN FRAN, CA"	-7.64	760.19
2011/07/14	"WENDYS #5780 Q25 Q25 07/12 CARD #3448 PURCHASE #24445001194100354398914 S SAN FRAN, CA"	-6.99	80.9
2011/08/03	WIRE TYPE:BOOK IN DATE:110803 TIME:1543 ET TRN:2011080300218205 SNDR REF:64435064 ORIG:CHRISTPHER D ROBISON ID:000252815964 PMT DET:FUNDS	1000	1140.36
2011/04/29	"YAMA SUSHI RESTAURANT 04/27 CARD #3448 PURCHASE #24122471118900010900120 415-3332889, CA"	-21	712.74
2011/08/26	"YANG CHOW RESTAURANT 08/24 CARD #3448 PURCHASE #24223691237980035801500 OAKLAND, CA"	-50.83	727.66
2011/08/22	"YOS LODGE RETAIL 08/20 CARD #3448 PURCHASE #24692161233000050872425 209-372-1484, CA"	-46.26	1277.22
2011/08/22	"YOSEMITE LODGEFOODANDB 08/20 CARD #3448 PURCHASE #24692161233000050881806 209-372-1484, CA"	-12.12	1126.66
2011/08/22	"YOSEMITE NP-TIOGA PASS 08/20 CARD #3448 PURCHASE #24445001233000260586284 YOSEMITE, CA"	-20	1138.78
